id,category,incoming_email,historical_reply,intent,resolution_type,split
E0341,technical_support,"Hello, I'm having trouble setting up my standing desk. The instructions don't seem to match what I'm seeing.","Hi Ravi, sorry for the trouble. Could you try resetting the standing desk by holding the power button for 10 seconds, then reconnecting via Bluetooth? Let me know if that resolves it or if you'd like a video walkthrough.",get help with a technical problem using a product or service,troubleshooting_provided,evaluation
E0322,complaint,"Hello, I want to formally complain about how my recent order (ORD-41519) was handled.","Hi Hana, I'm sorry to hear about your experience with order ORD-41519 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0104,damaged_product,"Hi, unfortunately my order ORD-91927 arrived broken. I'd like a replacement or refund.","Hi Emma, I'm sorry to hear the bluetooth speaker arrived damaged — that's not the experience we want for you. I can send a free replacement or process a full refund for order ORD-91927, whichever you'd prefer.",report that a received product arrived damaged,replacement_or_refund,reference
E0223,duplicate_charge,"Hi team, order ORD-77251 appears to have been billed twice by mistake.","Hello Diego, thanks for letting us know. I've verified the duplicate charge and processed a refund for the second charge on order ORD-77251.",report being charged twice for the same order,duplicate_refunded,reference
E0349,technical_support,"Hi, my air purifier isn't connecting properly. I've tried restarting it but no luck. Can you help?","Hello Maria, thanks for the details. This is usually caused by outdated firmware — could you update the air purifier's firmware through the companion app and try again?",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0217,duplicate_charge,"Hello, I see two identical charges of $79.99 on my card for the same office chair order. Please help.","Hi Fatima, I'm sorry for the duplicate charge on order ORD-47501. I've confirmed it was billed twice in error and have refunded the extra charge; it should appear in 5-7 business days.",report being charged twice for the same order,duplicate_refunded,reference
E0022,refund_request,"Hi, I'd like to request a refund for order ORD-31643. The yoga mat I received doesn't work as expected. Can you help?","Hello Omar, I understand the frustration. I've processed a refund request for order ORD-31643. Please allow 5-7 business days for the funds to appear on your original payment method.",request a refund for a purchase,refund_initiated,reference
E0065,delayed_delivery,"Hello, the backpack I ordered (ORD-77889) is significantly delayed. Where is it?","Hi Wei, I'm sorry for the delay with order ORD-77889. I've checked with our shipping partner and it looks like there was a delay in transit. I've flagged this for priority handling and will follow up with an updated delivery date shortly.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0099,damaged_product,"Hi, I received my standing desk today (order ORD-42530) but it arrived damaged. What are my options?","Hello Jordan, apologies for the damage on order ORD-42530. I've started a replacement shipment for you at no extra cost, and you won't need to return the damaged item.",report that a received product arrived damaged,replacement_or_refund,reference
E0109,cancellation,"Hi team, can you cancel order ORD-71669? I placed it by mistake.","Hi Wei, I've cancelled order ORD-71669 for you. Since it hadn't shipped yet, no charges will be applied and any pending authorization will be released within a few business days.",cancel an order before it ships,order_cancelled,reference
E0086,damaged_product,"Hello, the office chair from order ORD-45179 came with visible damage during shipping. Can you help?","Hello Hana, apologies for the damage on order ORD-45179. I've started a replacement shipment for you at no extra cost, and you won't need to return the damaged item.",report that a received product arrived damaged,replacement_or_refund,reference
E0089,damaged_product,"Hello, the desk lamp from order ORD-11330 came with visible damage during shipping. Can you help?","Hello Omar, apologies for the damage on order ORD-11330. I've started a replacement shipment for you at no extra cost, and you won't need to return the damaged item.",report that a received product arrived damaged,replacement_or_refund,reference
E0230,duplicate_charge,"Hi team, order ORD-82089 appears to have been billed twice by mistake.","Hello Jordan, thanks for letting us know. I've verified the duplicate charge and processed a refund for the second charge on order ORD-82089.",report being charged twice for the same order,duplicate_refunded,reference
E0062,delayed_delivery,"Hi, my order ORD-39444 was supposed to arrive by April 5 but it still hasn't shown up. Can you check what's going on?","Hi Noah, I'm sorry for the delay with order ORD-39444. I've checked with our shipping partner and it looks like there was a delay in transit. I've flagged this for priority handling and will follow up with an updated delivery date shortly.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0076,delayed_delivery,"Hi, my order ORD-52906 was supposed to arrive by August 11 but it still hasn't shown up. Can you check what's going on?","Hello Chloe, apologies for the inconvenience. Order ORD-52906 is currently delayed in transit. I've escalated this to our logistics team and will update you as soon as I have a new estimated delivery date.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0318,complaint,"Hello, I want to formally complain about how my recent order (ORD-82443) was handled.","Hello Chloe, thank you for your patience and for letting us know. I've logged your feedback about order ORD-82443 and escalated it internally so we can prevent this going forward.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0345,technical_support,"Hello, I'm having trouble setting up my air purifier. The instructions don't seem to match what I'm seeing.","Hello Chloe, thanks for the details. This is usually caused by outdated firmware — could you update the air purifier's firmware through the companion app and try again?",get help with a technical problem using a product or service,troubleshooting_provided,evaluation
E0265,subscription_cancellation,"Hi, I'd like to cancel my subscription. Please make sure I'm not billed again.","Hello Chloe, your subscription has been cancelled as requested. No further charges will be made, and you'll receive a confirmation email shortly.",cancel a recurring subscription,subscription_cancelled,reference
E0293,product_information,"Hi team, I have a few questions about the running shoes before I order it.","Hello Ethan, thanks for your interest in the running shoes. It's available in multiple sizes and includes care instructions in the box. I'm happy to answer any other questions.",ask for more information about a product before purchasing,information_provided,reference
E0258,subscription_cancellation,"Hi team, how do I cancel my subscription before the next billing date?","Hi Hana, I've cancelled your subscription effective immediately. You won't be billed going forward, and you'll retain access until the end of your current billing period.",cancel a recurring subscription,subscription_cancelled,evaluation
E0018,refund_request,"Hi team, I purchased a desk lamp on February 28 (order ORD-33416) and would like to return it for a refund.","Hello Grace, I understand the frustration. I've processed a refund request for order ORD-33416. Please allow 5-7 business days for the funds to appear on your original payment method.",request a refund for a purchase,refund_initiated,reference
E0203,billing_issue,"Hello, my invoice for notebook set shows $129.99 but I was expecting a different amount. Can you clarify?","Hi Ravi, thanks for flagging this. I looked into order ORD-22021 and the $129.99 charge reflects the item price plus applicable tax. I've attached a breakdown for clarity — let me know if anything still looks off.",resolve a billing discrepancy,billing_corrected_or_explained,evaluation
E0041,order_status,"Hi, can you tell me the status of my order ORD-49651? I placed it on November 17 and haven't heard anything.","Hello Omar, I checked on order ORD-49651 for you — it's in our fulfillment queue and should ship within 1-2 business days.",check the current status of an order,status_provided,reference
E0154,account_access,"Hi, I can't log into my account anymore. It keeps saying my credentials are invalid. Can you help?","Hello Lucas, I've reviewed your account and lifted the temporary lock caused by repeated login attempts. You should be able to sign in normally now.",resolve an issue accessing their account,access_restored_or_steps_provided,reference
E0354,address_change,"Hi team, please change the delivery address on my order ORD-60939.","Hello Ethan, good news — order ORD-60939 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,reference
E0121,cancellation,"Hi team, can you cancel order ORD-53573? I placed it by mistake.","Hello Diego, order ORD-53573 has been successfully cancelled. You won't be charged, and you'll receive a confirmation email shortly.",cancel an order before it ships,order_cancelled,reference
E0294,product_information,"Hello, does the blender come with a warranty? I'm considering buying one.","Hi Lucas, happy to help! The blender comes with a 1-year limited warranty and detailed specs are listed on the product page. Let me know if you have any other questions before ordering.",ask for more information about a product before purchasing,information_provided,reference
E0244,subscription_cancellation,"Hi team, how do I cancel my subscription before the next billing date?","Hi Aisha, I've cancelled your subscription effective immediately. You won't be billed going forward, and you'll retain access until the end of your current billing period.",cancel a recurring subscription,subscription_cancelled,reference
E0352,address_change,"Hello, I entered the wrong address on order ORD-36972. Can this be corrected?","Hi Fatima, I've updated the shipping address for order ORD-36972. Since it hasn't shipped yet, the new address will be used for delivery.",update or correct a shipping address,address_updated,reference
E0275,product_information,"Hi, can you tell me more about the laptop stand? Specifically, I'd like to know about sizing and materials.","Hello Noah, thanks for your interest in the laptop stand. It's available in multiple sizes and includes care instructions in the box. I'm happy to answer any other questions.",ask for more information about a product before purchasing,information_provided,reference
E0215,billing_issue,"Hi team, there seems to be a billing error on my account related to order ORD-18270.","Hi Sam, thanks for flagging this. I looked into order ORD-18270 and the $59.00 charge reflects the item price plus applicable tax. I've attached a breakdown for clarity — let me know if anything still looks off.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0268,subscription_cancellation,"Hi, I'd like to cancel my subscription. Please make sure I'm not billed again.","Hi Grace, I've cancelled your subscription effective immediately. You won't be billed going forward, and you'll retain access until the end of your current billing period.",cancel a recurring subscription,subscription_cancelled,reference
E0388,exchange_request,"Hi, I'd like to exchange the desk lamp from order ORD-19307 for a different size. How do I do that?","Hello Ethan, happy to help with the exchange. I've arranged for a new desk lamp to be shipped and included a prepaid label for returning the original from order ORD-19307.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0373,address_change,"Hi team, please change the delivery address on my order ORD-18300.","Hello Diego, good news — order ORD-18300 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,reference
E0284,product_information,"Hi, can you tell me more about the standing desk? Specifically, I'd like to know about sizing and materials.","Hi Hana, happy to help! The standing desk comes with a 1-year limited warranty and detailed specs are listed on the product page. Let me know if you have any other questions before ordering.",ask for more information about a product before purchasing,information_provided,reference
E0117,cancellation,"Hi, I need to cancel order ORD-48254 before it ships. Is that still possible?","Hi Liam, I've cancelled order ORD-48254 for you. Since it hadn't shipped yet, no charges will be applied and any pending authorization will be released within a few business days.",cancel an order before it ships,order_cancelled,evaluation
E0302,complaint,"Hi, I'm really unhappy with the service I received regarding order ORD-98008. This isn't the experience I expected.","Hi Hana, I'm sorry to hear about your experience with order ORD-98008 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0212,billing_issue,"Hello, my invoice for blender shows $19.99 but I was expecting a different amount. Can you clarify?","Hello Priya, I reviewed your billing history and found the discrepancy. I've corrected it on our end and you should see an updated statement within one billing cycle.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0278,product_information,"Hello, does the office chair come with a warranty? I'm considering buying one.","Hi Emma, happy to help! The office chair comes with a 1-year limited warranty and detailed specs are listed on the product page. Let me know if you have any other questions before ordering.",ask for more information about a product before purchasing,information_provided,reference
E0177,password_reset,"Hello, I'd like to reset my password but I'm not receiving the reset link. What can I do?","Hi Ravi, I've manually triggered a password reset email to the address on file — please check your inbox and spam folder over the next few minutes. Let me know if it still doesn't arrive.",request help resetting their password,steps_provided,reference
E0343,technical_support,"Hi, my laptop stand isn't connecting properly. I've tried restarting it but no luck. Can you help?","Hi Diego, sorry for the trouble. Could you try resetting the laptop stand by holding the power button for 10 seconds, then reconnecting via Bluetooth? Let me know if that resolves it or if you'd like a video walkthrough.",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0044,order_status,"Hello, I'd like an update on order ORD-93136 for the blender. Is it still on track?","Hi Jordan, thanks for checking in. Order ORD-93136 is currently being processed and is on track to ship soon. You'll receive a tracking number by email once it leaves our warehouse.",check the current status of an order,status_provided,reference
E0050,order_status,"Hello, I'd like an update on order ORD-60140 for the smart watch. Is it still on track?","Hi Maria, thanks for checking in. Order ORD-60140 is currently being processed and is on track to ship soon. You'll receive a tracking number by email once it leaves our warehouse.",check the current status of an order,status_provided,reference
E0342,technical_support,"Hi team, the app keeps crashing when I try to pair it with my air purifier.","Hello Omar, thanks for the details. This is usually caused by outdated firmware — could you update the air purifier's firmware through the companion app and try again?",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0357,address_change,"Hi team, please change the delivery address on my order ORD-60916.","Hi Grace, I've updated the shipping address for order ORD-60916. Since it hasn't shipped yet, the new address will be used for delivery.",update or correct a shipping address,address_updated,reference
E0078,delayed_delivery,"Hello, the wireless headphones I ordered (ORD-95426) is significantly delayed. Where is it?","Hi Jordan, I'm sorry for the delay with order ORD-95426. I've checked with our shipping partner and it looks like there was a delay in transit. I've flagged this for priority handling and will follow up with an updated delivery date shortly.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0032,order_status,"Hi, can you tell me the status of my order ORD-63269? I placed it on August 7 and haven't heard anything.","Hi Wei, thanks for checking in. Order ORD-63269 is currently being processed and is on track to ship soon. You'll receive a tracking number by email once it leaves our warehouse.",check the current status of an order,status_provided,reference
E0289,product_information,"Hello, does the laptop stand come with a warranty? I'm considering buying one.","Hello Chloe, thanks for your interest in the laptop stand. It's available in multiple sizes and includes care instructions in the box. I'm happy to answer any other questions.",ask for more information about a product before purchasing,information_provided,reference
E0138,account_access,"Hi team, my account seems to have been suspended and I don't know why.","Hi Noah, sorry for the trouble logging in. I've unlocked your account — please try logging in again, and use the 'Forgot Password' link if you'd like to set a new password.",resolve an issue accessing their account,access_restored_or_steps_provided,reference
E0116,cancellation,"Hello, please cancel my order for the standing desk (ORD-63476). I no longer need it.","Hi Omar, I've cancelled order ORD-63476 for you. Since it hadn't shipped yet, no charges will be applied and any pending authorization will be released within a few business days.",cancel an order before it ships,order_cancelled,reference
E0380,exchange_request,"Hi team, can I swap the water bottle in order ORD-11056 for a different color?","Hello Alex, happy to help with the exchange. I've arranged for a new water bottle to be shipped and included a prepaid label for returning the original from order ORD-11056.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0239,duplicate_charge,"Hi team, order ORD-20646 appears to have been billed twice by mistake.","Hi Alex, I'm sorry for the duplicate charge on order ORD-20646. I've confirmed it was billed twice in error and have refunded the extra charge; it should appear in 5-7 business days.",report being charged twice for the same order,duplicate_refunded,reference
E0226,duplicate_charge,"Hi, I was charged twice for order ORD-58096. Can you refund the duplicate charge?","Hi Grace, I'm sorry for the duplicate charge on order ORD-58096. I've confirmed it was billed twice in error and have refunded the extra charge; it should appear in 5-7 business days.",report being charged twice for the same order,duplicate_refunded,reference
E0135,cancellation,"Hi team, can you cancel order ORD-48780? I placed it by mistake.","Hello Hana, order ORD-48780 has been successfully cancelled. You won't be charged, and you'll receive a confirmation email shortly.",cancel an order before it ships,order_cancelled,reference
E0023,refund_request,"Hi, I'd like to request a refund for order ORD-62296. The laptop stand I received doesn't work as expected. Can you help?","Hi Noah, thanks for reaching out. I'm sorry the laptop stand didn't meet your expectations. I've initiated a refund for order ORD-62296; you should see the amount back in your account within 5-7 business days.",request a refund for a purchase,refund_initiated,reference
E0229,duplicate_charge,"Hi, I was charged twice for order ORD-32630. Can you refund the duplicate charge?","Hi Sofia, I'm sorry for the duplicate charge on order ORD-32630. I've confirmed it was billed twice in error and have refunded the extra charge; it should appear in 5-7 business days.",report being charged twice for the same order,duplicate_refunded,evaluation
E0096,damaged_product,"Hello, the yoga mat from order ORD-82529 came with visible damage during shipping. Can you help?","Hi Priya, I'm sorry to hear the yoga mat arrived damaged — that's not the experience we want for you. I can send a free replacement or process a full refund for order ORD-82529, whichever you'd prefer.",report that a received product arrived damaged,replacement_or_refund,evaluation
E0386,exchange_request,"Hi team, can I swap the notebook set in order ORD-96298 for a different color?","Hello Alex, happy to help with the exchange. I've arranged for a new notebook set to be shipped and included a prepaid label for returning the original from order ORD-96298.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0196,billing_issue,"Hello, my invoice for coffee grinder shows $59.00 but I was expecting a different amount. Can you clarify?","Hello Fatima, I reviewed your billing history and found the discrepancy. I've corrected it on our end and you should see an updated statement within one billing cycle.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0190,billing_issue,"Hello, my invoice for air purifier shows $199.00 but I was expecting a different amount. Can you clarify?","Hello Chloe, I reviewed your billing history and found the discrepancy. I've corrected it on our end and you should see an updated statement within one billing cycle.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0095,damaged_product,"Hi, I received my office chair today (order ORD-39816) but it arrived damaged. What are my options?","Hi Noah, I'm sorry to hear the office chair arrived damaged — that's not the experience we want for you. I can send a free replacement or process a full refund for order ORD-39816, whichever you'd prefer.",report that a received product arrived damaged,replacement_or_refund,reference
E0199,billing_issue,"Hi team, there seems to be a billing error on my account related to order ORD-40671.","Hello Sofia, I reviewed your billing history and found the discrepancy. I've corrected it on our end and you should see an updated statement within one billing cycle.",resolve a billing discrepancy,billing_corrected_or_explained,evaluation
E0279,product_information,"Hello, does the laptop stand come with a warranty? I'm considering buying one.","Hello Wei, thanks for your interest in the laptop stand. It's available in multiple sizes and includes care instructions in the box. I'm happy to answer any other questions.",ask for more information about a product before purchasing,information_provided,evaluation
E0329,technical_support,"Hi, my backpack isn't connecting properly. I've tried restarting it but no luck. Can you help?","Hi Wei, sorry for the trouble. Could you try resetting the backpack by holding the power button for 10 seconds, then reconnecting via Bluetooth? Let me know if that resolves it or if you'd like a video walkthrough.",get help with a technical problem using a product or service,troubleshooting_provided,evaluation
E0047,order_status,"Hello, I'd like an update on order ORD-50404 for the office chair. Is it still on track?","Hi Priya, thanks for checking in. Order ORD-50404 is currently being processed and is on track to ship soon. You'll receive a tracking number by email once it leaves our warehouse.",check the current status of an order,status_provided,reference
E0136,account_access,"Hi, I can't log into my account anymore. It keeps saying my credentials are invalid. Can you help?","Hi Ethan, sorry for the trouble logging in. I've unlocked your account — please try logging in again, and use the 'Forgot Password' link if you'd like to set a new password.",resolve an issue accessing their account,access_restored_or_steps_provided,reference
E0339,technical_support,"Hi team, the app keeps crashing when I try to pair it with my water bottle.","Hi Omar, sorry for the trouble. Could you try resetting the water bottle by holding the power button for 10 seconds, then reconnecting via Bluetooth? Let me know if that resolves it or if you'd like a video walkthrough.",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0251,subscription_cancellation,"Hi, I'd like to cancel my subscription. Please make sure I'm not billed again.","Hello Grace, your subscription has been cancelled as requested. No further charges will be made, and you'll receive a confirmation email shortly.",cancel a recurring subscription,subscription_cancelled,evaluation
E0242,duplicate_charge,"Hi, I was charged twice for order ORD-67619. Can you refund the duplicate charge?","Hi Wei, I'm sorry for the duplicate charge on order ORD-67619. I've confirmed it was billed twice in error and have refunded the extra charge; it should appear in 5-7 business days.",report being charged twice for the same order,duplicate_refunded,reference
E0204,billing_issue,"Hi, I noticed a charge on my statement I don't recognize for order ORD-61964. Can you explain this?","Hello Priya, I reviewed your billing history and found the discrepancy. I've corrected it on our end and you should see an updated statement within one billing cycle.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0158,account_access,"Hi team, my account seems to have been suspended and I don't know why.","Hello Jordan, I've reviewed your account and lifted the temporary lock caused by repeated login attempts. You should be able to sign in normally now.",resolve an issue accessing their account,access_restored_or_steps_provided,reference
E0060,delayed_delivery,"Hello, the backpack I ordered (ORD-67905) is significantly delayed. Where is it?","Hello Sofia, apologies for the inconvenience. Order ORD-67905 is currently delayed in transit. I've escalated this to our logistics team and will update you as soon as I have a new estimated delivery date.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0243,duplicate_charge,"Hi team, order ORD-51853 appears to have been billed twice by mistake.","Hi Aisha, I'm sorry for the duplicate charge on order ORD-51853. I've confirmed it was billed twice in error and have refunded the extra charge; it should appear in 5-7 business days.",report being charged twice for the same order,duplicate_refunded,reference
E0042,order_status,"Hi there, just checking in on order ORD-44664 placed February 24. Any updates?","Hi Sam, thanks for checking in. Order ORD-44664 is currently being processed and is on track to ship soon. You'll receive a tracking number by email once it leaves our warehouse.",check the current status of an order,status_provided,reference
E0150,account_access,"Hi, I can't log into my account anymore. It keeps saying my credentials are invalid. Can you help?","Hello Jordan, I've reviewed your account and lifted the temporary lock caused by repeated login attempts. You should be able to sign in normally now.",resolve an issue accessing their account,access_restored_or_steps_provided,reference
E0327,technical_support,"Hello, I'm having trouble setting up my coffee grinder. The instructions don't seem to match what I'm seeing.","Hi Chloe, sorry for the trouble. Could you try resetting the coffee grinder by holding the power button for 10 seconds, then reconnecting via Bluetooth? Let me know if that resolves it or if you'd like a video walkthrough.",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0088,damaged_product,"Hello, the running shoes from order ORD-73904 came with visible damage during shipping. Can you help?","Hello Wei, apologies for the damage on order ORD-73904. I've started a replacement shipment for you at no extra cost, and you won't need to return the damaged item.",report that a received product arrived damaged,replacement_or_refund,reference
E0106,damaged_product,"Hello, the backpack from order ORD-26299 came with visible damage during shipping. Can you help?","Hello Sofia, apologies for the damage on order ORD-26299. I've started a replacement shipment for you at no extra cost, and you won't need to return the damaged item.",report that a received product arrived damaged,replacement_or_refund,evaluation
E0014,refund_request,"Hi team, I purchased a office chair on April 5 (order ORD-62350) and would like to return it for a refund.","Hello Hana, I understand the frustration. I've processed a refund request for order ORD-62350. Please allow 5-7 business days for the funds to appear on your original payment method.",request a refund for a purchase,refund_initiated,reference
